state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Ohio,Other,Musicians,121180,125,0.00103152335368872,0.95718787338311
Oklahoma,Other,Musicians,242885,170,6.999197150915043e-4,0.6494808491068974
Oregon,Other,Musicians,93460,115,0.00123047292959554,1.1418003892236257
Pennsylvania,Other,Musicians,104810,70,6.678752027478294e-4,0.6197455857082009
Rhode Island,Other,Musicians,16140,0,NA,0
South Carolina,Other,Musicians,46335,80,0.0017265565986835,1.6021343899385296
South Dakota,Other,Musicians,32695,0,NA,0
Tennessee,Other,Musicians,60575,80,0.00132067684688402,1.2255038705373795
Texas,Other,Musicians,261190,440,0.00168459741950304,1.5631989481523405
Utah,Other,Musicians,57995,40,6.897146305716009e-4,0.640011181634639
Vermont,Other,Musicians,5900,35,0.0059322033898305,5.504706342209877
Virginia,Other,Musicians,128845,105,8.149326710388451e-4,0.7562055357764353
Washington,Other,Musicians,214925,150,6.979178783296497e-4,0.6476232722851148
West Virginia,Other,Musicians,10700,0,NA,0
Wisconsin,Other,Musicians,66920,45,6.724447101016139e-4,0.6239857970526524
Wyoming,Other,Musicians,10830,0,NA,0
Puerto Rico,Other,Musicians,2275,0,NA,0
Alabama,Hispanic,Music Directors And Composers,88165,0,NA,0
Alaska,Hispanic,Music Directors And Composers,26875,0,NA,0
Arizona,Hispanic,Music Directors And Composers,1033370,0,NA,0
Arkansas,Hispanic,Music Directors And Composers,101405,0,NA,0
California,Hispanic,Music Directors And Composers,7470730,1165,1.559419226769004e-4,1.4282252872209276
Colorado,Hispanic,Music Directors And Composers,594525,0,NA,0
Connecticut,Hispanic,Music Directors And Composers,288845,0,NA,0
Delaware,Hispanic,Music Directors And Composers,41365,0,NA,0
District of Columbia,Hispanic,Music Directors And Composers,44885,0,NA,0
Florida,Hispanic,Music Directors And Composers,2752995,385,1.398476931487344e-4,1.2808230672413137
Georgia,Hispanic,Music Directors And Composers,467240,0,NA,0
Hawaii,Hispanic,Music Directors And Composers,69470,0,NA,0
Idaho,Hispanic,Music Directors And Composers,101285,0,NA,0
Illinois,Hispanic,Music Directors And Composers,1100445,40,3.6348931568592704e-5,0.33290895955727
Indiana,Hispanic,Music Directors And Composers,212120,0,NA,0
Iowa,Hispanic,Music Directors And Composers,90730,0,NA,0
Kansas,Hispanic,Music Directors And Composers,167495,0,NA,0
Kentucky,Hispanic,Music Directors And Composers,76325,0,NA,0
Louisiana,Hispanic,Music Directors And Composers,113925,0,NA,0
Maine,Hispanic,Music Directors And Composers,10935,0,NA,0
Maryland,Hispanic,Music Directors And Composers,321570,0,NA,0
Massachusetts,Hispanic,Music Directors And Composers,401715,35,8.712644536549542e-5,0.797964975168963
Michigan,Hispanic,Music Directors And Composers,236520,0,NA,0
Minnesota,Hispanic,Music Directors And Composers,149745,0,NA,0
Mississippi,Hispanic,Music Directors And Composers,38780,0,NA,0
Missouri,Hispanic,Music Directors And Composers,121550,0,NA,0
Montana,Hispanic,Music Directors And Composers,19215,0,NA,0
Nebraska,Hispanic,Music Directors And Composers,99485,0,NA,0
Nevada,Hispanic,Music Directors And Composers,430565,0,NA,0
New Hampshire,Hispanic,Music Directors And Composers,25860,0,NA,0
New Jersey,Hispanic,Music Directors And Composers,928940,0,NA,0
New Mexico,Hispanic,Music Directors And Composers,459615,25,5.4393350956779045e-5,0.49817238340785225
New York,Hispanic,Music Directors And Composers,1819490,470,2.583141429741301e-4,2.3658217412571654
North Carolina,Hispanic,Music Directors And Composers,451040,0,NA,0
North Dakota,Hispanic,Music Directors And Composers,14510,0,NA,0
Ohio,Hispanic,Music Directors And Composers,204545,0,NA,0
Oklahoma,Hispanic,Music Directors And Composers,187725,0,NA,0
Oregon,Hispanic,Music Directors And Composers,266060,0,NA,0
Pennsylvania,Hispanic,Music Directors And Composers,423215,65,1.535862386730149e-4,1.4066502841345416
Rhode Island,Hispanic,Music Directors And Composers,78695,0,NA,0
South Carolina,Hispanic,Music Directors And Composers,134610,0,NA,0
South Dakota,Hispanic,Music Directors And Composers,15565,0,NA,0
Tennessee,Hispanic,Music Directors And Composers,167595,130,7.756794653778452e-4,7.104215519556072
Texas,Hispanic,Music Directors And Composers,5220455,290,5.555071349144854e-5,0.5087723196541297
Utah,Hispanic,Music Directors And Composers,213410,0,NA,0
Vermont,Hispanic,Music Directors And Composers,6470,0,NA,0
Virginia,Hispanic,Music Directors And Composers,427525,0,NA,0
Washington,Hispanic,Music Directors And Composers,448570,0,NA,0
West Virginia,Hispanic,Music Directors And Composers,12005,0,NA,0
Wisconsin,Hispanic,Music Directors And Composers,186120,0,NA,0
Wyoming,Hispanic,Music Directors And Composers,27680,0,NA,0
Puerto Rico,Hispanic,Music Directors And Composers,1208905,245,2.0266274024840664e-4,0
Alabama,White,Music Directors And Composers,1496830,540,3.607624112290641e-4,1.0313559867489837
Alaska,White,Music Directors And Composers,253950,40,1.5751132112620594e-4,0.45029703474597094
Arizona,White,Music Directors And Composers,1857110,405,2.180807814292099e-4,0.623454419088859
Arkansas,White,Music Directors And Composers,1014735,360,3.5477242826944963e-4,1.0142316839013674
California,White,Music Directors And Composers,7686845,5625,7.317696662284723e-4,2.0920001715667604
Colorado,White,Music Directors And Composers,2172170,490,2.2558087074216104e-4,0.6448958491638808
Connecticut,White,Music Directors And Composers,1329540,335,2.5196684567594806e-4,0.7203286890804842
Delaware,White,Music Directors And Composers,307920,95,3.085216939464796e-4,0.8820090070071155
District of Columbia,White,Music Directors And Composers,183365,85,4.6355629482180353e-4,1.3252255361939087
Florida,White,Music Directors And Composers,5285390,1960,3.7083356195096286e-4,1.0601476270839478
Georgia,White,Music Directors And Composers,2773560,940,3.3891460794069713e-4,0.9688969776687268
Hawaii,White,Music Directors And Composers,177700,60,3.376477208778841e-4,0.96527517141592
Idaho,White,Music Directors And Composers,688065,70,1.0173457449514216e-4,0.29084117191550773
Illinois,White,Music Directors And Composers,4224420,1345,3.1838690281742817e-4,0.910211895980273
Indiana,White,Music Directors And Composers,2724985,430,1.5779903375614913e-4,0.451119554315968
Iowa,White,Music Directors And Composers,1463250,165,1.1276268580215274e-4,0.3223685934677429
Kansas,White,Music Directors And Composers,1178420,290,2.46092225182872e-4,0.7035341871400776
Kentucky,White,Music Directors And Composers,1787115,360,2.0144198890390376e-4,0.5758870513445716
Louisiana,White,Music Directors And Composers,1337315,535,4.000553347565832e-4,1.1436875120287768
Maine,White,Music Directors And Composers,658985,110,1.6692337458364e-4,0.47720443246474986
Maryland,White,Music Directors And Composers,1690500,510,3.016858917480036e-4,0.8624666564124086
Massachusetts,White,Music Directors And Composers,2791055,980,3.5112170845791286e-4,1.0037949210447712
Michigan,White,Music Directors And Composers,3807850,960,2.5211077117008287e-4,0.7207401466364862
Minnesota,White,Music Directors And Composers,2524705,975,3.861837323568496e-4,1.1040310518891896
Mississippi,White,Music Directors And Composers,787155,310,3.9382332577446634e-4,1.1258712995489832
Missouri,White,Music Directors And Composers,2479115,470,1.8958378292253489e-4,0.5419865357966199
Montana,White,Music Directors And Composers,472695,45,9.519880684162096e-5,0.2721565670685257
Nebraska,White,Music Directors And Composers,845465,190,2.2472840389608083e-4,0.6424587970823888
Nevada,White,Music Directors And Composers,749805,355,4.734564320056548e-4,1.3535282790417995
New Hampshire,White,Music Directors And Composers,690940,105,1.5196688569195588e-4,0.43444647354483135
New Jersey,White,Music Directors And Composers,2640925,845,3.199636491002205e-4,0.9147195349906732
New Mexico,White,Music Directors And Composers,374900,120,3.2008535609495865e-4,0.9150674737829236
New York,White,Music Directors And Composers,5774960,3165,5.480557441090501e-4,1.5667945305979825
North Carolina,White,Music Directors And Composers,3309215,1685,5.091842022957107e-4,1.4556676611806034
North Dakota,White,Music Directors And Composers,363175,20,5.506986989743237e-5,0.15743502715459398
Ohio,White,Music Directors And Composers,4775955,1055,2.208982287312171e-4,0.6315090030805096
Oklahoma,White,Music Directors And Composers,1276415,310,2.428677193545986e-4,0.6943158947493409
Oregon,White,Music Directors And Composers,1600140,375,2.3435449398177656e-4,0.6699780877009551
Pennsylvania,White,Music Directors And Composers,5161830,1375,2.6637839680888366e-4,0.7615287672390003
Rhode Island,White,Music Directors And Composers,423445,95,2.243502698107192e-4,0.641377778548881
South Carolina,White,Music Directors And Composers,1586190,580,3.6565606894508224e-4,1.0453460894465485
South Dakota,White,Music Directors And Composers,398225,85,2.1344717182497327e-4,0.6102077479922057
Tennessee,White,Music Directors And Composers,2455855,1845,7.512658524220689e-4,2.1477363229053537
Texas,White,Music Directors And Composers,6162190,2185,3.5458173149480947e-4,1.0136865155189163
Utah,White,Music Directors And Composers,1227970,240,1.954445141167944e-4,0.5587413306859582
Vermont,White,Music Directors And Composers,319270,130,4.07178876812729e-4,1.16405246003274
Virginia,White,Music Directors And Composers,2778485,975,3.509106581464359e-4,1.0031915654969872
Washington,White,Music Directors And Composers,2668545,745,2.791783537470794e-4,0.7981215823645078
West Virginia,White,Music Directors And Composers,734535,150,2.0421082725806123e-4,0.5838026709435528
Wisconsin,White,Music Directors And Composers,2597700,625,2.4059745159179277e-4,0.687825600373283
Wyoming,White,Music Directors And Composers,260685,50,1.9180236684120683e-4,0.5483290751948681
Puerto Rico,White,Music Directors And Composers,13370,0,NA,0
Alabama,African-American,Music Directors And Composers,581200,165,2.838953888506538e-4,1.0394376807249026
Alaska,African-American,Music Directors And Composers,13760,0,NA,0
Arizona,African-American,Music Directors And Composers,152575,0,NA,0
Arkansas,African-American,Music Directors And Composers,200385,0,NA,0
California,African-American,Music Directors And Composers,1066265,680,6.377401490248671e-4,2.334983826582272
Colorado,African-American,Music Directors And Composers,118415,0,NA,0
Connecticut,African-American,Music Directors And Composers,191785,0,NA,0
Delaware,African-American,Music Directors And Composers,105485,0,NA,0
District of Columbia,African-American,Music Directors And Composers,149480,60,4.013914905004014e-4,1.469630914533567
Florida,African-American,Music Directors And Composers,1569980,510,3.248449024828342e-4,1.18936779283052
Georgia,African-American,Music Directors And Composers,1613775,240,1.487196170469861e-4,0.5445131548189249
Hawaii,African-American,Music Directors And Composers,16455,0,NA,0
Idaho,African-American,Music Directors And Composers,5195,0,NA,0
Illinois,African-American,Music Directors And Composers,848255,215,2.534615180576596e-4,0.9280089174729824
Indiana,African-American,Music Directors And Composers,292355,80,2.736399240649211e-4,1.0018889323116422
Iowa,African-American,Music Directors And Composers,56060,0,NA,0
Kansas,African-American,Music Directors And Composers,83690,0,NA,0
Kentucky,African-American,Music Directors And Composers,176080,50,2.8396183552930487e-4,1.0396809646395466
Louisiana,African-American,Music Directors And Composers,656860,120,1.8268733063362056e-4,0.6688805197590889
Maine,African-American,Music Directors And Composers,8410,0,NA,0
Maryland,African-American,Music Directors And Composers,957780,400,4.176324416880703e-4,1.5290945666331002
Massachusetts,African-American,Music Directors And Composers,260415,80,3.07201966092583e-4,1.124770995549297
Michigan,African-American,Music Directors And Composers,624375,120,1.9219219219219217e-4,0.7036810541885169
Minnesota,African-American,Music Directors And Composers,171180,0,NA,0
Mississippi,African-American,Music Directors And Composers,488460,0,NA,0
Missouri,African-American,Music Directors And Composers,340530,130,3.8175784806037e-4,1.3977454645984244
Montana,African-American,Music Directors And Composers,2855,0,NA,0
Nebraska,African-American,Music Directors And Composers,45795,0,NA,0
Nevada,African-American,Music Directors And Composers,125635,0,NA,0
New Hampshire,African-American,Music Directors And Composers,9675,0,NA,0
New Jersey,African-American,Music Directors And Composers,584190,45,7.702973347712218e-5,0.2820320817342957
New Mexico,African-American,Music Directors And Composers,19190,0,NA,0
New York,African-American,Music Directors And Composers,1375735,360,2.6167830287082905e-4,0.9580933643665864
North Carolina,African-American,Music Directors And Composers,1079195,405,3.7527972238566714e-4,1.3740268407982097
North Dakota,African-American,Music Directors And Composers,12445,0,NA,0
Ohio,African-American,Music Directors And Composers,680665,230,3.37904843057892e-4,1.2371846819906478
Oklahoma,African-American,Music Directors And Composers,134195,0,NA,0
Oregon,African-American,Music Directors And Composers,39020,0,NA,0
Pennsylvania,African-American,Music Directors And Composers,636035,205,3.223093068777661e-4,1.180084113987907
Rhode Island,African-American,Music Directors And Composers,31000,0,NA,0
South Carolina,African-American,Music Directors And Composers,638810,115,1.80022228831734e-4,0.6591226746349965
South Dakota,African-American,Music Directors And Composers,8670,0,NA,0
Tennessee,African-American,Music Directors And Composers,554550,180,3.245875033811198e-4,1.1884253670785914
Texas,African-American,Music Directors And Composers,1699445,350,2.059495894247828e-4,0.7540515696454545
Utah,African-American,Music Directors And Composers,16855,0,NA,0
Vermont,African-American,Music Directors And Composers,4210,0,NA,0
Virginia,African-American,Music Directors And Composers,837445,160,1.910573231674916e-4,0.6995259122831233
Washington,African-American,Music Directors And Composers,147305,0,NA,0
West Virginia,African-American,Music Directors And Composers,29055,0,NA,0
Wisconsin,African-American,Music Directors And Composers,160610,100,6.22626237469647e-4,2.279646650317307
Wyoming,African-American,Music Directors And Composers,2975,0,NA,0
Puerto Rico,African-American,Music Directors And Composers,1405,0,NA,0
Alabama,Asian,Music Directors And Composers,33515,0,NA,0
Alaska,Asian,Music Directors And Composers,26420,0,NA,0
Arizona,Asian,Music Directors And Composers,120580,0,NA,0
Arkansas,Asian,Music Directors And Composers,24295,0,NA,0
California,Asian,Music Directors And Composers,3008795,415,1.3792897156502851e-4,0.8843491894472993
Colorado,Asian,Music Directors And Composers,97015,0,NA,0
Connecticut,Asian,Music Directors And Composers,89425,0,NA,0
Delaware,Asian,Music Directors And Composers,19880,0,NA,0
District of Columbia,Asian,Music Directors And Composers,19090,0,NA,0
Florida,Asian,Music Directors And Composers,292825,0,NA,0
Georgia,Asian,Music Directors And Composers,217095,0,NA,0
Hawaii,Asian,Music Directors And Composers,290190,0,NA,0
Idaho,Asian,Music Directors And Composers,12030,0,NA,0
Illinois,Asian,Music Directors And Composers,378055,125,3.3063972173361014e-4,2.119938738007209
Indiana,Asian,Music Directors And Composers,76575,0,NA,0
Iowa,Asian,Music Directors And Composers,40760,0,NA,0
Kansas,Asian,Music Directors And Composers,46470,40,8.607703894986013e-4,5.5189391149374
Kentucky,Asian,Music Directors And Composers,33565,0,NA,0
Louisiana,Asian,Music Directors And Composers,41430,0,NA,0
Maine,Asian,Music Directors And Composers,8235,0,NA,0
Maryland,Asian,Music Directors And Composers,213470,85,3.981824143907809e-4,2.55299732480524
Massachusetts,Asian,Music Directors And Composers,249930,30,1.2003360941063496e-4,0.7696107930354726
Michigan,Asian,Music Directors And Composers,163870,0,NA,0
Minnesota,Asian,Music Directors And Composers,143550,0,NA,0
Mississippi,Asian,Music Directors And Composers,14850,0,NA,0
Missouri,Asian,Music Directors And Composers,63375,0,NA,0
Montana,Asian,Music Directors And Composers,4980,0,NA,0
Nebraska,Asian,Music Directors And Composers,24515,0,NA,0
Nevada,Asian,Music Directors And Composers,131920,0,NA,0
New Hampshire,Asian,Music Directors And Composers,20330,0,NA,0
New Jersey,Asian,Music Directors And Composers,450385,65,1.443209698369173e-4,0.9253323014545424
New Mexico,Asian,Music Directors And Composers,16455,0,NA,0
New York,Asian,Music Directors And Composers,864770,165,1.9080217861396672e-4,1.2233524986626
North Carolina,Asian,Music Directors And Composers,154710,0,NA,0
North Dakota,Asian,Music Directors And Composers,6855,0,NA,0
Ohio,Asian,Music Directors And Composers,136125,0,NA,0
Oklahoma,Asian,Music Directors And Composers,44710,0,NA,0
Oregon,Asian,Music Directors And Composers,98010,0,NA,0
Pennsylvania,Asian,Music Directors And Composers,227500,0,NA,0
Rhode Island,Asian,Music Directors And Composers,18645,0,NA,0
South Carolina,Asian,Music Directors And Composers,41915,0,NA,0
South Dakota,Asian,Music Directors And Composers,7135,0,NA,0
Tennessee,Asian,Music Directors And Composers,62925,0,NA,0
Texas,Asian,Music Directors And Composers,712575,120,1.684033259656878e-4,1.0797393986786272
Utah,Asian,Music Directors And Composers,40990,0,NA,0
Vermont,Asian,Music Directors And Composers,6080,0,NA,0
